customer_id;month_of_year;store_id;total_sales
2556;9;3;15.53
2556;10;3;32.86
2556;12;3;20.88
2558;4;7;19.90
2558;5;7;49.66
2559;6;15;11.07
2559;10;15;21.76
2560;8;24;22.15
2563;2;15;37.84
2566;8;15;38.52
2568;4;11;42.38
2568;8;11;23.79
2568;11;11;25.64
2569;11;6;27.77
2570;1;16;13.92
2570;2;16;18.88
2570;3;16;170.98
2570;4;16;118.35
2570;5;16;43.94
2570;6;16;93.18
2570;7;16;58.07
2570;8;16;12.37
2570;9;16;7.98
2570;12;16;94.98
2571;1;6;6.68
2571;9;6;47.01
2571;12;7;17.31
2572;1;6;13.77
2572;12;6;24.90
2579;12;14;2.04
2581;3;7;58.25
2584;9;24;24.00
2584;12;24;33.40
2586;6;6;39.96
2586;8;7;22.44
2587;1;16;45.74
2587;2;16;61.81
2587;4;16;24.47
2587;5;16;76.14
2587;6;16;39.96
2587;8;16;53.83
2587;9;16;133.83
2587;10;16;14.05
2587;11;16;22.56
2587;12;16;58.41
2588;2;23;17.01
2588;3;23;61.58
2588;4;23;56.30
2588;5;23;56.51
2588;6;23;133.56
2588;10;23;18.39
2588;11;23;50.15
2588;12;23;76.35
2590;5;15;21.50
2590;8;15;18.57
2591;12;7;7.28
2592;3;7;1.74
2592;6;6;23.07
2592;9;6;27.24
2592;12;6;30.86
2594;9;17;8.05
2594;10;17;21.20
2594;11;17;60.96
2594;12;17;27.07
2599;6;7;10.77
2599;10;7;27.32
2600;7;15;37.34
2601;6;6;22.58
2605;8;24;26.21
2609;1;7;21.49
2609;11;7;19.74
2610;6;7;48.17
2610;10;6;16.22
2610;11;6;20.18
2610;11;7;30.51
2612;5;24;12.98
2612;7;24;54.97
2613;2;11;36.32
2613;11;11;44.00
2614;1;13;10.74
2614;3;13;27.52
2614;5;13;26.88
2614;6;13;7.56
2614;7;13;18.80
2614;8;13;41.32
2614;9;13;24.66
2614;12;13;47.69
2616;12;22;16.06
2617;1;13;23.17
2617;3;13;39.61
2617;7;13;33.38
2618;8;7;13.57
2618;12;7;9.39
2619;6;7;27.53
2619;9;7;39.49
2621;4;6;8.40
2621;12;7;23.93
2623;4;24;4.26
2625;1;13;24.09
2625;2;13;97.69
2625;3;13;26.25
2625;4;13;40.98
2625;7;13;25.78
2625;10;13;19.98
2626;6;11;27.48
2626;11;11;63.40
2630;3;2;17.89
2630;10;2;14.60
2632;3;13;29.38
2632;5;13;73.79
2632;7;13;42.63
2632;11;13;22.63
2632;12;13;40.47
2635;5;15;24.94
2636;1;17;48.64
2636;2;17;16.41
2636;3;17;50.12
2636;5;17;83.17
2636;7;17;37.02
2636;8;17;20.79
2636;11;17;18.89
2636;12;17;87.06
2638;1;13;38.70
2638;3;13;32.46
2638;4;13;40.83
2638;7;13;7.84
2638;10;13;38.20
2638;12;13;30.28
2639;9;15;79.69
2639;10;15;56.48
2640;2;6;55.71
2640;2;7;9.32
2640;4;6;23.22
2640;4;7;57.65
2640;5;6;41.19
2645;1;22;9.88
2645;4;22;20.72
2645;12;22;3.37
2647;3;6;21.98
2647;7;6;32.73
2647;7;7;5.28
2647;9;6;25.98
2647;11;6;51.05
2648;2;24;45.83
2648;12;24;42.18
2654;2;7;6.37
2654;5;6;11.87
2654;10;6;21.58
2655;3;14;0.57
2656;3;13;1.86
2656;5;13;11.62
2656;6;13;7.04
2656;7;13;27.16
2656;9;13;13.92
2656;10;13;36.25
2656;12;13;35.04
2658;5;7;17.74
2658;6;7;31.08
2658;8;7;47.84
2662;1;11;21.64
2662;4;11;41.43
2662;12;11;26.10
2663;1;16;44.25
2663;2;16;59.59
2663;4;16;46.98
2663;6;16;13.41
2663;7;16;12.09
2663;8;16;64.46
2663;10;16;30.04
2663;11;16;49.07
2663;12;16;16.09
2664;1;17;43.96
2664;3;17;23.55
2664;4;17;2.84
2664;5;17;29.92
2664;6;17;42.42
2664;8;17;15.69
2664;10;17;25.18
2664;11;17;17.66
2664;12;17;62.93
2665;10;11;15.44
2667;10;7;24.04
2668;11;7;39.62
2670;1;24;42.36
2670;6;24;20.34
2672;7;24;32.58
2672;8;24;9.33
2673;1;11;56.05
2673;4;11;43.79
2673;5;11;51.18
2673;7;11;3.79
2673;8;11;24.69
2673;9;11;28.75
2673;10;11;27.84
2674;1;11;71.19
2674;2;11;17.92
2674;7;11;23.50
2674;8;11;53.70
2674;9;11;69.33
2675;7;7;16.00
2675;9;6;26.27
2675;10;6;2.16
2677;1;13;8.13
2677;5;13;23.19
2677;6;13;44.69
2677;7;13;15.40
2677;11;13;36.28
2677;12;13;64.05
2678;2;3;30.47
2678;5;3;28.03
2678;8;3;42.67
2678;11;3;72.61
2678;12;3;12.34
2680;2;11;38.86
2680;8;11;18.45
2681;2;7;24.39
2681;8;6;22.37
2681;9;7;20.56
2681;12;7;56.97
2682;1;23;30.77
2682;2;23;49.72
2682;3;23;40.50
2682;5;23;71.41
2682;9;23;42.81
2682;11;23;20.30
2682;12;23;29.02
2683;8;2;15.73
2684;3;15;72.74
2684;5;15;4.98
2686;5;11;2.62
2686;6;11;8.28
2686;7;11;19.67
2686;9;11;24.13
2686;10;11;20.10
2687;5;24;41.87
2687;6;24;30.44
2687;9;24;34.23
2688;1;6;37.44
2688;3;7;22.95
2688;4;7;41.17
2688;7;6;30.65
2688;10;6;31.31
2689;4;3;15.75
2689;5;3;6.36
2689;6;3;34.05
2689;7;3;21.41
2689;8;3;20.65
2689;9;3;70.97
2689;11;3;32.93
2689;12;3;12.76
2690;1;3;22.67
2690;2;3;54.35
2690;3;3;50.02
2690;5;3;32.31
2690;6;3;42.57
2690;7;3;10.56
2690;8;3;35.56
2690;9;3;27.95
2690;12;3;28.79
2693;9;15;4.92
2694;5;24;5.20
2694;11;24;25.45
2695;1;13;78.56
2695;3;13;16.38
2695;5;13;37.99
2695;7;13;81.66
2695;8;13;41.93
2695;9;13;29.57
2695;10;13;63.43
2698;1;15;28.92
2698;10;15;34.23
2699;3;24;25.72
2699;6;24;50.82
2699;8;24;24.30
2700;4;24;26.32
2700;11;24;45.82
2703;2;6;52.18
2703;5;6;20.46
2703;5;7;7.59
2705;9;24;16.41
2706;5;24;6.82
2709;8;7;38.10
2709;9;7;9.51
2709;12;6;7.77
2710;8;6;6.00
2711;7;15;20.51
2711;12;15;5.70
2712;6;6;3.48
2712;7;6;28.52
2712;10;6;36.26
2712;12;6;46.55
2715;7;15;73.89
2715;8;15;34.89
2716;3;13;16.11
2716;5;13;24.46
2716;8;13;10.89
2716;10;13;11.34
2717;8;14;12.71
2722;1;6;19.08
2722;3;7;22.89
2722;4;7;6.92
2723;3;3;64.70
2723;6;3;52.11
2723;7;3;25.69
2723;10;3;44.78
2723;12;3;43.00
2724;8;24;31.72
2724;11;24;39.59
2724;12;24;52.36
2725;1;11;16.90
2725;6;11;40.45
2725;11;11;39.09
2727;3;24;25.86
2729;1;15;46.47
2729;6;15;33.36
2731;5;7;50.13
2731;9;6;19.62
2731;10;7;36.24
2734;2;7;40.10
2734;9;6;35.39
2735;10;24;52.43
2736;4;6;11.84
2736;6;7;33.06
2737;4;15;39.91
2737;8;15;55.56
2737;11;15;69.96
2738;2;15;49.21
2738;4;15;12.06
2739;11;6;8.58
2740;1;11;18.83
2740;6;11;17.28
2740;7;11;28.17
2740;12;11;20.35
2741;1;2;18.18
2741;3;2;13.69
2741;9;2;10.08
2742;2;17;29.90
2742;4;17;36.13
2742;6;17;39.32
2742;7;17;20.37
2742;10;17;15.67
2742;12;17;12.84
2745;2;15;18.86
2747;6;24;22.46
2747;12;24;39.15
2748;3;24;34.23
2748;8;24;51.99
2751;3;6;32.90
2751;8;7;19.21
2751;10;6;32.40
2751;12;7;5.18
2756;1;3;37.22
2756;2;3;28.23
2756;3;3;38.20
2756;4;3;20.80
2756;5;3;60.01
2756;6;3;20.09
2756;9;3;16.89
2756;10;3;13.38
2756;11;3;35.52
2756;12;3;16.83
2757;4;6;41.66
2757;7;7;14.68
2757;8;7;35.60
2757;11;6;23.92
2758;10;7;34.33
2759;7;2;8.02
2759;11;2;12.39
2760;1;7;21.88
2760;9;6;13.20
2762;6;13;49.64
2762;7;13;4.77
2762;10;13;80.21
2763;4;15;48.26
2763;5;15;23.83
2764;1;15;43.40
2765;10;14;7.40
2767;4;11;28.10
2767;9;11;14.03
2767;11;11;3.02
2769;1;16;65.55
2769;2;16;66.20
2769;3;16;22.67
2769;4;16;111.05
2769;5;16;75.51
2769;7;16;34.45
2769;8;16;61.48
2769;11;16;58.80
2769;12;16;112.25
2770;11;7;5.24
2772;1;24;5.94
2772;11;24;61.31
2773;4;11;39.26
2775;2;24;34.27
2775;5;24;46.47
2775;12;24;18.81
2776;1;22;17.40
2776;6;22;13.01
2776;11;22;11.18
2777;5;13;5.52
2777;6;13;10.40
2777;11;13;56.17
2778;5;7;9.81
2778;9;6;8.82
2779;10;6;36.25
2779;11;6;21.87
2781;1;24;7.63
2781;6;24;40.30
2783;4;14;1.70
2784;2;15;23.92
2784;6;15;6.68
2784;7;15;34.57
2784;10;15;3.08
2787;1;17;10.53
2787;3;17;99.52
2787;5;17;4.69
2787;8;17;14.25
2787;9;17;20.79
2787;10;17;51.13
2788;7;7;14.14
2791;2;11;40.87
2791;6;11;36.93
2791;8;11;70.52
2792;1;15;20.40
2793;1;24;34.09
2793;5;24;31.93
2793;11;24;16.20
2794;2;7;28.96
2794;4;6;12.92
2794;10;6;24.89
2795;3;7;23.86
2795;4;7;32.64
2795;7;6;11.42
2798;5;11;14.37
2798;8;11;27.65
2798;9;11;19.64
2798;11;11;18.24
2800;7;6;15.23
2800;12;7;7.23
2805;8;2;11.55
2808;4;13;40.69
2808;5;13;24.06
2808;7;13;33.18
2808;10;13;12.90
2808;11;13;27.27
2808;12;13;9.04
2809;2;6;12.75
2813;5;15;61.47
2813;10;15;9.64
2815;2;22;11.83
2815;7;22;31.41
2815;9;22;25.45
2815;10;22;18.67
2817;11;7;48.50
2817;12;7;29.78
2818;2;7;27.25
2818;4;6;24.61
2818;12;6;54.92
2820;6;7;8.73
2820;11;7;54.87
2821;4;7;20.82
2823;3;24;64.97
2824;12;15;6.39
2825;2;11;28.60
2825;6;11;29.51
2825;7;11;38.37
2825;9;11;53.57
2825;10;11;43.60
2827;12;6;28.69
2828;4;7;10.35
2828;12;7;27.13
2829;1;23;123.52
2829;3;23;3.76
2829;4;23;30.77
2829;5;23;41.34
2829;7;23;34.78
2829;9;23;26.41
2829;10;23;42.66
2829;11;23;10.46
2829;12;23;9.12
2830;6;7;31.78
2830;8;7;63.24
2830;10;6;11.22
2831;11;14;18.23
2832;3;13;39.38
2832;5;13;27.86
2832;8;13;34.85
2832;10;13;17.90
2835;3;15;29.40
2836;7;14;16.84
2839;2;15;7.23
2839;6;15;39.88
2842;7;7;18.42
2842;11;6;24.52
2846;1;11;37.55
2846;2;11;12.54
2846;3;11;74.93
2846;6;11;41.72
2846;7;11;46.47
2846;12;11;7.74
2848;2;7;15.00
2848;6;7;21.20
2848;9;6;56.73
2848;12;6;6.24
2850;2;3;58.77
2850;4;3;73.68
2850;5;3;30.78
2850;6;3;45.14
2850;7;3;47.44
2850;8;3;31.79
2850;9;3;56.20
2850;10;3;55.12
2850;11;3;27.41
2850;12;3;35.13
2854;10;2;14.59
2856;1;13;14.85
2856;7;13;32.07
2857;12;6;39.81
2857;12;7;27.59
2859;6;14;5.71
2861;3;6;53.38
2861;3;7;20.30
2861;5;6;9.93
2861;5;7;31.94
2863;3;17;7.53
2863;5;17;19.66
2863;6;17;59.60
2863;7;17;54.00
2863;8;17;56.35
2863;12;17;12.81
2864;2;24;47.99
2865;3;6;20.13
2865;8;7;54.39
2866;11;6;24.44
2869;1;7;14.12
2869;4;7;23.06
2869;5;6;33.53
2869;10;6;65.70
2869;12;6;54.65
2869;12;7;22.24
2870;4;6;34.74
2870;9;7;39.75
2870;11;7;25.75
2871;2;15;15.78
2871;8;15;26.13
2872;5;2;15.92
2872;12;2;28.22
2875;4;7;11.24
2875;11;7;25.26
2876;10;6;33.18
2876;11;7;30.46
2876;12;6;29.10
2878;1;3;44.28
2878;4;3;152.34
2878;5;3;19.53
2878;8;3;86.82
2878;9;3;69.29
2878;10;3;49.88
2878;11;3;27.08
2878;12;3;38.87
2879;2;6;2.88
2879;7;7;20.58
2881;3;24;26.12
2881;11;24;24.46
2881;12;24;48.35
2882;7;24;29.75
2882;10;24;24.84
2886;10;11;43.12
2887;7;14;15.79
2888;11;24;43.01
2890;1;7;60.76
2890;6;7;24.27
2890;10;6;37.13
2890;12;6;19.18
2890;12;7;51.61
2893;3;24;34.37
2893;5;24;34.38
2893;8;24;18.77
2893;12;24;32.18
2894;5;22;25.08
2894;11;22;27.64
2896;2;3;11.70
2896;3;3;53.83
2896;9;3;39.95
2896;10;3;58.54
2896;11;3;23.74
2897;1;15;8.51
2897;2;15;28.66
2897;3;15;12.14
2897;7;15;17.11
2897;9;15;8.32
2900;6;7;47.44
2900;8;6;14.06
2903;9;24;23.88
2905;2;3;34.00
2905;3;3;30.89
2905;4;3;36.18
2905;5;3;67.02
2906;12;24;48.95
2907;4;15;35.06
2907;8;15;57.97
2908;1;11;36.59
2908;2;11;133.61
2908;3;11;28.72
2908;7;11;144.15
2908;10;11;33.69
2908;11;11;29.51
2909;8;15;7.32
2909;10;15;50.52
2910;2;15;17.74
2910;5;15;15.91
2910;9;15;11.31
2913;9;7;46.40
2914;2;15;58.20
2914;12;15;10.09
2915;2;6;28.08
2915;5;7;31.88
2915;8;7;55.54
2916;1;13;15.90
2916;3;13;8.38
2916;5;13;20.37
2916;7;13;22.65
2916;8;13;22.63
2916;10;13;26.70
2916;11;13;12.23
2916;12;13;7.66
2917;3;15;13.53
2917;7;15;10.92
2917;9;15;14.53
2917;11;15;17.01
2918;2;17;37.58
2918;7;17;82.65
2918;8;17;31.43
2918;9;17;48.96
2918;10;17;8.27
2918;11;17;59.91
2918;12;17;22.88
2921;1;16;68.80
2921;2;16;128.70
2921;3;16;178.53
2921;4;16;93.93
2921;5;16;34.02
2921;6;16;26.47
2921;7;16;59.26
2921;8;16;33.47
2921;9;16;27.03
2921;11;16;26.19
2921;12;16;96.22
2924;1;3;40.52
2924;2;3;43.61
2924;7;3;28.75
2924;8;3;22.81
2924;11;3;27.59
2924;12;3;15.23
2925;8;11;20.64
2925;10;11;32.40
2927;5;7;39.99
2927;11;7;25.38
2928;7;15;9.53
2929;3;24;9.74
2929;5;24;13.38
2929;6;24;66.37
2930;3;24;6.00
2930;11;24;24.74
2933;1;24;9.44
2933;6;24;29.23
2934;2;15;4.65
2936;12;24;25.86
2941;2;24;28.55
2941;8;24;10.84
2942;2;17;11.72
2942;3;17;43.97
2942;4;17;160.29
2942;7;17;65.00
2942;10;17;42.94
2942;11;17;191.90
2943;8;14;4.67
2947;3;17;52.61
2947;5;17;3.78
2947;6;17;33.24
2947;8;17;9.72
2947;10;17;18.97
2948;2;14;10.08
2951;3;24;56.24
2951;7;24;41.34
2952;1;23;9.65
2952;10;23;27.22
2952;11;23;51.38
2955;10;7;9.04
2955;12;7;28.95
2957;7;7;28.67
2957;10;6;32.61
2958;12;24;19.48
2960;5;14;16.87
2961;8;6;55.57
2961;8;7;44.69
2962;9;7;29.26
2963;3;6;19.80
2963;5;7;35.14
2963;7;7;31.24
2963;8;7;44.33
2964;1;15;9.24
2964;11;15;13.40
2965;2;2;22.72
2965;11;2;16.11
2965;12;2;5.36
2966;1;17;50.99
2966;5;17;10.80
2966;6;17;26.16
2966;8;17;37.08
2966;11;17;19.32
2966;12;17;9.60
2968;1;13;50.11
2968;3;13;17.85
2968;4;13;59.25
2968;11;13;6.72
2968;12;13;90.13
2969;6;6;27.87
2969;8;7;35.98
2970;10;24;8.44
2973;7;15;24.72
2976;6;7;31.04
2976;7;7;77.59
2976;8;7;12.42
2977;4;7;35.73
2977;6;7;32.43
2977;8;6;8.37
2978;2;15;68.36
2981;2;23;16.95
2981;3;23;23.52
2981;4;23;77.37
2981;5;23;59.01
2981;6;23;33.40
2981;7;23;56.77
2981;8;23;8.31
2981;9;23;93.61
2981;10;23;19.54
2981;11;23;53.27
2987;1;15;5.56
2987;7;15;10.75
2987;11;15;3.04
2988;3;15;8.92
2988;7;15;24.50
2988;10;15;32.07
2991;11;7;9.15
2991;12;6;6.88
2993;3;24;30.09
2993;5;24;15.81
2994;9;24;11.97
2994;12;24;14.69
2996;2;13;49.52
2996;5;13;14.32
2996;7;13;47.98
2997;1;15;14.53
3000;1;17;70.53
3000;3;17;7.44
3000;4;17;75.06
3000;6;17;22.53
3000;7;17;74.42
3000;8;17;44.07
3000;11;17;16.62
3001;1;13;68.10
3001;4;13;19.16
3001;7;13;19.71
3001;11;13;3.96
3003;6;6;24.81
3003;6;7;27.99
3003;9;6;27.85
3003;11;7;6.97
3004;7;7;38.63
3005;2;6;12.24
3005;4;6;6.60
3005;4;7;48.24
3005;9;6;25.33
3005;11;7;8.88
3009;2;6;30.35
3009;6;6;8.40
3009;8;7;29.98
3010;5;6;27.97
3010;5;7;21.37
3010;11;7;19.45
3011;5;15;37.33
3012;2;24;62.12
3012;3;24;50.30
3012;7;24;59.53
3015;5;15;26.14
3015;6;15;30.75
3015;12;15;16.32
3019;2;11;19.02
3019;3;11;19.10
3020;1;13;80.32
3020;3;13;58.92
3020;4;13;36.64
3020;5;13;126.05
3020;7;13;20.40
3020;9;13;37.72
3020;12;13;24.83
3021;1;16;17.15
3021;4;16;12.88
3021;6;16;15.91
3021;7;16;33.96
3021;8;16;42.18
3021;9;16;54.67
3021;10;16;35.71
3021;11;16;28.02
3021;12;16;65.08
3022;10;7;5.34
3024;9;15;18.86
3024;10;15;22.85
3027;4;24;38.35
3027;8;24;7.83
3028;2;7;35.20
3028;4;7;29.55
3028;8;7;30.77
3028;12;7;12.87
3030;11;14;6.93
3031;9;6;22.93
3031;9;7;28.64
3033;8;24;18.44
3033;10;24;9.86
3034;3;7;7.14
3034;5;7;19.04
3034;10;6;29.32
3036;9;24;13.92
3037;4;24;50.61
3038;5;2;9.35
3038;7;2;6.54
3039;5;7;9.12
3039;9;6;54.50
3041;11;24;30.20
3046;3;13;39.76
3046;6;13;48.04
3046;9;13;48.59
3046;11;13;11.55
3048;7;15;17.66
3049;3;11;12.19
3051;7;7;42.95
3051;11;7;20.26
3052;3;6;42.02
3052;9;6;22.34
3054;4;24;39.75
3054;8;24;8.04
3057;3;7;78.50
3057;6;6;14.85
3058;1;7;6.52
3058;8;7;12.02
3060;11;2;27.85
3065;1;3;31.44
3065;3;3;12.83
3065;5;3;13.24
3065;11;3;101.23
3066;11;24;18.06
3067;11;15;29.35
3068;2;11;13.41
3068;3;11;24.03
3068;8;11;2.31
3068;12;11;15.40
3069;4;15;42.28
3069;12;15;19.64
3070;3;7;16.71
3070;4;7;24.18
3075;1;23;18.80
3075;3;23;138.05
3075;4;23;8.97
3075;5;23;40.78
3075;12;23;12.31
3076;1;7;36.42
3076;8;6;10.78
3079;2;6;41.18
3079;8;7;14.33
3081;6;24;35.01
3082;9;6;15.74
3082;10;6;25.64
3086;9;15;35.54
3087;3;6;18.20
3087;4;6;25.17
3092;1;15;43.19
3092;5;15;6.58
3092;8;15;61.32
3092;9;15;30.50
3097;1;6;47.15
3097;3;7;21.57
3097;4;6;32.29
3097;4;7;30.65
3097;11;7;21.60
3097;12;7;6.72
3098;5;15;13.04
3098;8;15;64.36
3099;6;7;32.40
3099;7;7;14.08
3099;9;7;22.41
3100;7;6;14.00
3100;12;6;34.77
3101;3;11;31.13
3101;4;11;10.71
3101;5;11;91.48
3101;6;11;38.75
3101;11;11;38.54
3102;11;24;11.23
3103;6;24;27.54
3103;9;24;11.67
3104;9;11;14.31
3105;10;15;8.31
3107;12;7;6.75
3109;2;11;25.66
3109;6;11;35.49
3109;9;11;51.98
3111;4;24;37.72
3111;6;24;26.84
3112;1;22;9.74
3112;3;22;37.53
3112;12;22;6.27
3113;2;13;14.46
3113;3;13;36.91
3113;6;13;34.39
3113;8;13;4.28
3113;9;13;12.30
3113;12;13;59.16
3114;2;7;20.48
3114;4;7;87.07
3114;7;7;38.98
3115;8;6;12.71
3115;11;6;2.64
3115;11;7;31.73
3116;8;7;2.19
3116;12;6;7.80
3117;11;2;10.79
3121;5;7;30.10
3121;7;7;6.33
3121;8;6;12.09
3121;9;7;30.10
3122;4;15;34.51
3124;1;3;40.66
3124;3;3;48.74
3124;6;3;37.57
3124;8;3;129.66
3124;9;3;43.71
3124;10;3;50.79
3124;11;3;8.82
3127;1;6;26.29
3127;8;7;44.77
3127;12;7;38.70
3128;5;7;13.95
3128;10;6;26.32
3128;12;6;10.34
3130;1;13;17.61
3130;2;13;34.61
3130;3;13;38.21
3130;4;13;66.37
3130;7;13;134.04
3130;8;13;50.38
3130;12;13;54.18
3131;11;15;30.84
3131;12;15;18.24
3132;2;15;32.57
3132;3;15;31.09
3133;2;24;17.41
3133;5;24;35.22
3133;6;24;12.04
3139;8;24;47.46
3139;9;24;49.87
3140;6;6;31.73
3140;6;7;42.60
3142;9;14;18.63
3143;2;6;26.40
3143;4;7;10.80
3143;6;7;42.60
3145;3;24;40.52
3146;4;7;25.32
3146;5;7;22.46
3149;2;11;43.92
3149;4;11;29.14
3149;5;11;26.23
3149;6;11;40.15
3149;9;11;44.69
3149;10;11;19.97
3152;7;15;12.42
3153;1;13;53.47
3153;6;13;50.68
3153;9;13;74.50
3153;11;13;29.67
3155;5;6;6.62
3155;10;6;40.45
3157;10;7;69.37
3157;12;6;34.54
3158;4;15;29.13
3158;7;15;45.90
3159;5;24;38.75
3160;1;17;28.40
3160;2;17;31.24
3160;3;17;55.39
3160;7;17;103.42
3160;9;17;16.40
3160;10;17;44.09
3160;11;17;55.52
3161;2;13;43.39
3161;3;13;73.57
3161;5;13;42.05
3161;12;13;18.27
3163;3;7;17.54
3163;9;6;60.75
3163;9;7;31.47
3163;10;7;16.20
3164;5;7;10.29
3164;8;7;30.93
3164;12;7;14.43
3165;8;15;37.84
3166;1;24;24.88
3166;4;24;33.36
3166;5;24;45.29
3166;11;24;60.84
3169;2;6;31.15
3169;11;7;23.69
3170;2;6;12.88
3170;12;7;51.48
3172;6;15;17.08
3172;7;15;33.20
3173;1;11;11.76
3173;3;11;20.80
3173;4;11;33.00
3173;9;11;14.37
3173;10;11;30.12
3173;11;11;65.75
3175;1;6;24.05
3175;4;7;26.62
3176;9;14;5.70
3178;9;11;31.68
3178;10;11;55.34
3178;12;11;49.76
3179;9;24;24.27
3180;2;24;32.37
3180;11;24;25.74
3181;12;24;24.54
3182;1;2;13.02
3182;4;2;9.70
3182;5;2;8.07
3182;9;2;20.78
3182;10;2;16.41
3182;12;2;11.11
3183;6;7;30.13
3183;9;6;47.06
3187;1;24;16.77
3187;10;24;44.52
3187;12;24;67.70
3188;3;6;42.64
3188;5;7;20.40
3188;9;6;21.69
3188;10;6;34.90
3193;5;24;41.27
3193;11;24;22.32
3194;6;7;7.98
3196;1;13;37.88
3196;3;13;6.60
3196;4;13;30.81
3196;7;13;71.55
3196;11;13;37.77
3197;1;23;40.79
3197;3;23;112.40
3197;5;23;86.33
3197;6;23;43.58
3197;8;23;59.96
3197;9;23;3.52
3197;10;23;34.64
3197;12;23;10.53
3198;11;7;11.73
3199;7;24;9.68
3199;8;24;39.84
3199;9;24;62.91
3200;5;14;19.98
3201;2;11;17.41
3201;4;11;14.22
3201;5;11;35.78
3201;6;11;51.28
3202;1;11;46.65
3202;3;11;6.46
3202;5;11;9.62
3202;6;11;39.26
3203;11;7;35.60
3204;3;24;48.38
3204;6;24;32.08
3204;10;24;55.21
3205;10;15;32.75
3207;3;15;32.43
3207;4;15;66.20
3207;10;15;26.42
3208;2;14;19.74
3208;10;14;28.12
3208;12;14;2.40
3211;1;2;18.53
3211;3;2;18.15
3213;1;13;8.69
3213;4;13;24.56
3213;5;13;37.74
3213;6;13;21.60
3213;8;13;37.74
3213;12;13;23.97
3215;5;15;47.04
3215;8;15;21.08
3216;7;7;33.70
3216;9;6;27.90
3216;11;6;23.22
3217;10;2;5.68
3218;4;3;7.77
3218;5;3;42.62
3218;8;3;14.81
3218;11;3;38.95
3219;2;11;9.54
3219;12;11;69.55
3222;6;7;46.91
3222;11;6;2.79
3227;1;24;33.30
3228;3;24;13.45
3228;10;24;21.89
3231;2;17;28.41
3231;3;17;60.92
3231;5;17;26.07
3231;7;17;4.60
3231;8;17;45.86
3231;10;17;46.33
3231;12;17;32.17
3233;2;6;23.67
3233;4;6;16.93
3233;10;6;52.52
3236;4;15;43.49
3236;9;15;36.68
3236;10;15;82.97
3236;12;15;48.05
3237;9;14;9.86
3238;10;11;5.84
3239;2;17;39.03
3239;3;17;26.28
3239;4;17;163.47
3239;6;17;45.37
3239;8;17;29.27
3239;10;17;73.29
3239;12;17;48.87
3240;1;7;37.87
3240;8;7;24.00
3242;1;3;20.70
3242;3;3;13.57
3242;4;3;58.88
3242;6;3;71.10
3242;7;3;21.94
3242;8;3;2.61
3242;9;3;20.08
3242;10;3;59.51
3242;11;3;65.96
3242;12;3;27.17
3243;1;13;23.10
3243;2;13;17.70
3243;4;13;53.30
3243;5;13;46.20
3243;7;13;34.50
3243;11;13;25.45
3243;12;13;19.20
3245;1;17;54.34
3245;5;17;18.07
3245;7;17;79.88
3245;8;17;14.46
3245;9;17;23.08
3245;11;17;53.10
3246;1;7;41.24
3246;3;7;38.99
3246;6;6;15.88
3246;12;6;2.94
3249;2;11;22.46
3249;5;11;10.86
3249;6;11;21.98
3249;8;11;18.39
3249;11;11;3.68
3249;12;11;38.39
3250;3;15;7.82
3250;5;15;20.44
3250;7;15;28.59
3250;9;15;29.55
3251;12;6;34.43
3252;3;24;33.36
3253;1;13;25.11
3253;3;13;11.97
3253;4;13;42.71
3253;5;13;62.39
3253;7;13;73.43
3253;10;13;86.95
3254;1;15;18.31
3254;4;15;51.35
3254;9;15;31.63
3257;1;24;31.56
3258;2;6;10.17
3258;4;6;24.45
3258;8;7;25.64
3258;10;7;37.70
3262;8;6;14.01
3263;4;14;13.94
3267;5;23;34.17
3267;6;23;11.22
3267;7;23;34.07
3267;8;23;38.29
3267;12;23;32.67
3268;1;13;24.03
3268;7;13;29.80
3268;10;13;32.15
3268;12;13;8.88
3271;2;13;38.17
3271;3;13;56.37
3271;5;13;46.44
3271;6;13;47.13
3271;7;13;59.56
3271;11;13;40.86
3271;12;13;24.68
3273;6;11;45.40
3273;8;11;9.88
3274;6;6;8.34
3275;5;24;34.04
3275;9;24;16.14
3275;11;24;25.46
3276;11;24;17.47
3279;2;6;11.22
3279;9;6;13.65
3282;6;6;13.19
3282;10;6;50.57
3283;6;15;85.16
3283;7;15;20.00
3283;8;15;25.98
3285;3;6;7.32
3285;4;6;52.72
3285;7;6;12.44
3286;3;22;16.52
3286;7;22;22.88
3286;9;22;9.54
3286;10;22;18.65
3287;4;14;33.75
3288;4;3;34.31
3288;10;3;45.06
3288;11;3;31.65
3289;8;6;5.16
3291;3;6;61.02
3291;3;7;40.16
3292;3;6;10.52
3292;7;6;12.63
3292;10;7;6.07
3293;5;11;30.47
3293;6;11;35.34
3293;9;11;17.79
3294;5;24;15.37
3297;3;6;46.51
3297;5;7;6.34
3297;6;7;37.95
3297;12;6;21.96
3298;4;6;30.24
3299;10;14;26.26
3300;4;24;65.15
3300;7;24;54.70
3301;2;11;28.66
3301;5;11;6.90
3301;9;11;6.90
3302;1;13;32.19
3302;5;13;47.40
3302;6;13;34.31
3302;7;13;31.86
3302;9;13;56.18
3304;3;22;2.39
3304;7;22;18.16
3304;12;22;7.64
3305;1;13;15.81
3305;3;13;29.98
3305;5;13;39.77
3305;6;13;34.92
3305;7;13;50.80
3305;10;13;71.71
3305;11;13;17.66
