id,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,class
15249,47,Private,275867,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
15251,32,Local-gov,210448,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
15257,43,Private,398959,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15268,33,Private,178463,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15269,18,Private,229296,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
15271,56,Self-emp-not-inc,177368,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,>50K
15273,35,State-gov,308945,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
15280,44,Private,162372,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Puerto-Rico,<=50K
15285,19,Private,130431,5th-6th,3,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,Mexico,<=50K
15296,39,Private,153047,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
15299,26,Private,427744,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
15308,39,Private,57691,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Male,0,2258,70,United-States,<=50K
15315,34,Private,223327,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,1672,42,United-States,<=50K
15316,52,Private,191130,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K
15318,47,Private,245724,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
15322,32,Private,149368,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
15323,57,Local-gov,237546,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
15325,44,State-gov,307468,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,>50K
15336,51,Self-emp-inc,110327,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
15337,42,State-gov,392167,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
15338,36,Private,130808,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15343,42,Private,153489,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
15344,25,Private,330850,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,70,United-States,<=50K
15347,20,Private,92863,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
15348,38,Private,226894,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,13550,0,40,United-States,>50K
15349,46,Private,40666,Bachelors,13,Divorced,Exec-managerial,Other-relative,White,Male,0,0,40,United-States,<=50K
15350,18,,142043,11th,7,Never-married,,Other-relative,White,Male,0,0,15,United-States,<=50K
15351,58,Private,105239,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
15353,66,Self-emp-not-inc,219220,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,2653,0,40,United-States,<=50K
15362,47,Self-emp-inc,54260,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
15366,27,Private,56299,11th,7,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
15368,29,Private,208406,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
15378,37,Federal-gov,38948,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
15383,21,Private,91189,Some-college,10,Never-married,Sales,Unmarried,White,Male,0,0,60,United-States,<=50K
15386,48,State-gov,241854,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
15387,41,Private,213351,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
15393,46,Private,274200,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K
15395,52,,188431,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,45,United-States,<=50K
15398,46,Private,235646,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15399,41,Private,175883,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
15405,23,Private,298623,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
15417,51,Private,145409,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,,>50K
15427,24,Private,33551,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K
15430,23,,473206,HS-grad,9,Never-married,,Own-child,Black,Male,0,0,32,United-States,<=50K
15435,20,Private,123007,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,2001,30,United-States,<=50K
15437,41,Self-emp-inc,214247,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,60,United-States,>50K
15438,21,Private,200121,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
15447,42,Self-emp-not-inc,103759,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
15450,24,Private,194630,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
15457,36,Private,251730,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
15460,36,Private,197274,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
15461,37,Private,106043,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,>50K
15473,36,Private,151764,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,5178,0,40,United-States,>50K
15478,70,Private,573446,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1455,0,40,United-States,<=50K
15480,36,Private,312206,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
15481,23,Private,86939,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
15484,24,Private,308673,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
15486,50,Private,69345,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1902,44,United-States,>50K
15487,37,Private,112158,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,99,United-States,>50K
15489,17,Private,61838,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
15494,54,Self-emp-not-inc,399705,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
15498,43,Private,307767,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
15508,38,Local-gov,105161,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
15510,29,Private,189565,HS-grad,9,Divorced,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
15513,35,Private,240988,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,55,United-States,<=50K
15517,35,Self-emp-inc,165799,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
15531,38,Private,216319,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China,>50K
15534,57,Private,453233,10th,6,Separated,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K
15536,34,Private,226883,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,49,United-States,<=50K
15540,35,Private,198841,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,<=50K
15547,52,Private,157413,1st-4th,2,Divorced,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,<=50K
15548,48,Private,238567,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
15558,40,Self-emp-not-inc,173651,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
15560,25,Private,217006,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15561,51,State-gov,22211,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,37,United-States,>50K
15575,23,Private,189203,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K
15579,36,Local-gov,74593,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
15583,22,Private,152328,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
15585,36,Private,180278,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
15590,48,Private,226696,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
15603,33,Private,160261,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,10,United-States,<=50K
15605,48,Private,153254,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,48,United-States,<=50K
15610,20,Private,47039,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
15615,57,,274680,Preschool,1,Separated,,Not-in-family,White,Male,0,0,40,United-States,<=50K
15634,18,,35855,11th,7,Never-married,,Own-child,White,Male,0,0,30,United-States,<=50K
15637,30,Private,84119,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K
15639,40,Private,103614,10th,6,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
15652,50,Private,158948,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,84,United-States,<=50K
15658,33,Private,231826,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
15676,63,Self-emp-not-inc,201600,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,60,United-States,>50K
15678,29,Private,180271,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
15683,54,Self-emp-inc,175339,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,40,United-States,>50K
15684,26,Private,60726,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,6849,0,50,United-States,<=50K
15696,55,Self-emp-not-inc,73684,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,65,United-States,>50K
15697,39,Private,107164,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
15698,29,Private,120126,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,40,United-States,>50K
15699,41,Self-emp-not-inc,54611,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,50,United-States,>50K
15702,20,Private,403965,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,35,United-States,<=50K
15708,42,Private,210857,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
15711,34,State-gov,238944,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
15712,48,Private,149640,Some-college,10,Separated,Craft-repair,Unmarried,White,Male,1506,0,40,Honduras,<=50K
15716,51,,295538,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50K
15717,44,Private,120277,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K
15723,24,Private,219140,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
15734,46,Self-emp-not-inc,292549,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
15738,27,Private,95465,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
15748,36,Self-emp-not-inc,269509,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
15754,46,Private,153536,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15759,51,Private,194995,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
15770,54,Private,74660,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,Canada,>50K
15774,30,State-gov,157990,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
15776,56,Self-emp-not-inc,296991,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,England,>50K
15780,24,Private,172941,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,Male,0,0,20,United-States,<=50K
15782,49,Self-emp-not-inc,166003,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
15784,42,State-gov,60949,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
15785,51,Local-gov,181132,Masters,14,Separated,Prof-specialty,Not-in-family,White,Male,0,0,39,United-States,>50K
15788,31,Private,250087,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
15789,41,Private,208613,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
15796,45,Private,178530,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
15799,18,Private,111019,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,<=50K
15811,29,Private,257992,Assoc-voc,11,Never-married,Sales,Own-child,Black,Male,0,0,23,United-States,<=50K
15812,41,Private,283174,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,40,United-States,>50K
15815,53,Private,56213,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
15817,35,Private,51700,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
15822,37,Private,94706,Bachelors,13,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,27828,0,40,United-States,>50K
15823,48,Private,322183,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,35,United-States,>50K
15824,27,Self-emp-not-inc,226976,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
15830,29,Private,229803,HS-grad,9,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,0,0,49,Haiti,<=50K
15834,28,Private,106672,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
15842,30,Private,226296,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
15844,19,,233779,HS-grad,9,Never-married,,Own-child,White,Male,0,0,25,United-States,<=50K
15848,28,Private,184806,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,58,United-States,<=50K
15855,44,Private,67874,Some-college,10,Divorced,Sales,Unmarried,White,Male,0,625,50,United-States,<=50K
15857,30,Self-emp-not-inc,370498,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
15860,24,Private,289909,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
15863,54,Private,167380,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
15865,37,Private,420040,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
15876,47,Private,132912,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
15883,33,Private,31740,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
15899,23,Private,130959,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,12,United-States,<=50K
15904,27,Private,312939,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
15912,60,Private,135158,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,48,United-States,>50K
15914,45,State-gov,28171,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
15916,29,Private,109494,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,45,United-States,>50K
15921,43,Private,52433,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,<=50K
15925,23,Private,278390,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,68,United-States,<=50K
15927,24,Private,279175,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15935,43,Self-emp-not-inc,126320,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
15939,29,Private,211208,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,99,United-States,>50K
15940,47,Private,200808,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,Columbia,<=50K
15951,45,Private,355781,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,Japan,>50K
15952,63,,156158,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,16,United-States,<=50K
15953,36,Private,116358,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,India,<=50K
15959,43,Private,51494,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,65,United-States,<=50K
15962,26,Private,284343,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
15980,39,Private,177140,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50K
15994,31,Private,160594,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K
15998,41,Self-emp-not-inc,233150,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
16002,27,Private,95108,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
16006,65,Self-emp-not-inc,178878,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,United-States,<=50K
16007,43,Federal-gov,157237,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
16012,37,Private,20308,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,>50K
16023,32,Private,33117,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
16024,19,Private,264876,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
16032,25,Private,238673,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
16037,21,Private,457162,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,17,United-States,<=50K
16038,46,Private,176026,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,50,United-States,>50K
16042,27,Private,370242,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
16044,20,Private,313817,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
16046,27,Private,203160,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,28,United-States,<=50K
16047,33,Private,175856,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
16064,35,Self-emp-not-inc,455379,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,>50K
16067,21,Private,542610,HS-grad,9,Never-married,Transport-moving,Other-relative,Black,Male,0,0,40,United-States,<=50K
16071,20,,38455,HS-grad,9,Never-married,,Unmarried,White,Male,0,0,40,United-States,<=50K
16073,41,Private,177989,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2051,60,United-States,<=50K
16078,22,Private,143062,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,12,United-States,<=50K
16084,38,Private,52187,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K
16085,28,Private,349751,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,2174,0,50,United-States,<=50K
16092,44,Private,98779,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K
16102,35,Private,106448,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
16104,37,Self-emp-not-inc,191342,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,60,Philippines,>50K
16105,18,Private,170194,11th,7,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,<=50K
16111,39,Self-emp-not-inc,199753,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
16121,73,Private,113446,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,United-States,>50K
16125,28,Private,103548,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
16129,55,Private,139834,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
16135,23,Private,325179,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
16149,49,Private,132576,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
16152,50,Self-emp-inc,155965,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
16157,31,Private,43607,Bachelors,13,Widowed,Adm-clerical,Unmarried,White,Male,0,0,60,United-States,<=50K
16163,36,Private,86143,Assoc-voc,11,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
16166,29,Private,293073,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,48,United-States,>50K
16171,18,Private,366154,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
16172,52,Private,163051,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1628,40,United-States,<=50K
16177,33,Private,48520,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
16179,31,Private,166248,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
16180,43,Private,203554,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K
16184,41,Private,266439,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
16187,42,Private,287129,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
16190,41,State-gov,253250,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
16191,35,Private,337239,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
16193,54,Federal-gov,201127,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,>50K
16194,24,Private,403107,5th-6th,3,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K
16198,58,State-gov,191318,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
16202,60,,164730,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50K
16213,46,Private,196707,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,<=50K
16216,63,Private,281025,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,32,United-States,<=50K
16221,47,Private,265097,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
16223,27,Private,169557,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,6849,0,40,United-States,<=50K
16224,35,Self-emp-inc,333636,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,75,United-States,<=50K
16235,60,Self-emp-not-inc,121076,Doctorate,16,Divorced,Sales,Not-in-family,White,Male,0,0,20,United-States,<=50K
16238,42,Private,55395,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K
16253,44,Local-gov,159449,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,80,United-States,>50K
16254,54,Private,387540,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
16255,24,Private,314819,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,2174,0,40,United-States,<=50K
16258,20,,239805,Some-college,10,Never-married,,Not-in-family,White,Male,0,0,16,United-States,<=50K
16262,26,Private,241626,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
16267,44,Self-emp-inc,57233,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
16268,44,Private,211517,12th,8,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
16270,65,Self-emp-not-inc,72776,7th-8th,4,Never-married,Farming-fishing,Not-in-family,White,Male,2964,0,40,United-States,<=50K
16273,56,Self-emp-not-inc,174564,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
16285,33,Private,179747,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
16287,38,State-gov,116975,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,50,United-States,>50K
16289,20,Self-emp-not-inc,190968,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
16291,28,Local-gov,190911,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
16293,41,Local-gov,129793,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
16297,47,Private,652784,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
16313,62,Private,159822,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
16314,35,Private,211494,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1876,55,United-States,<=50K
16320,17,,143331,11th,7,Never-married,,Own-child,White,Male,0,0,40,United-States,<=50K
16324,56,State-gov,133728,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K
16329,42,Private,167534,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5013,0,35,United-States,<=50K
